empid,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,dept,salary
1491,0.53,0.56,4,281,6,0,1,0,hr,medium
1492,0.39,0.51,2,151,3,0,1,0,hr,medium
1493,0.11,0.83,6,244,4,0,1,0,hr,medium
1494,0.1,0.94,6,309,4,0,1,0,technical,medium
1495,0.84,1,5,218,5,0,1,0,technical,medium
1496,0.82,0.99,4,263,6,0,1,0,technical,medium
1497,0.1,0.82,6,244,4,0,1,0,technical,medium
1498,0.59,0.49,7,263,4,0,1,0,technical,medium
1499,0.44,0.48,2,143,3,0,1,0,technical,medium
1500,0.89,0.95,2,181,5,0,1,0,technical,medium
1501,0.91,0.84,5,265,5,0,1,0,technical,medium
1502,0.66,0.57,5,161,5,0,1,0,technical,high
1503,0.11,0.87,7,282,5,0,1,0,technical,low
1504,0.43,0.51,2,155,3,0,1,0,technical,medium
1505,0.78,0.83,4,217,6,0,1,0,support,medium
1506,0.11,0.97,6,289,5,0,1,0,support,medium
1507,0.83,0.98,4,259,5,0,1,0,support,medium
1508,0.39,0.54,2,158,3,0,1,0,support,low
1509,0.38,0.55,2,158,3,0,1,0,support,low
1510,0.37,0.57,2,155,3,0,1,0,support,low
1511,0.44,0.48,2,146,3,0,1,0,support,low
1512,0.53,0.85,2,164,5,0,1,0,support,low
1513,0.09,0.96,6,259,4,0,1,0,support,low
1514,0.11,0.89,6,293,4,0,1,0,support,low
1515,0.83,0.96,5,275,5,0,1,0,support,low
1516,0.88,1,5,219,6,1,1,0,technical,low
1517,0.1,0.89,6,247,4,0,1,0,technical,low
1518,0.09,0.86,7,309,4,0,1,0,technical,low
1519,0.44,0.54,2,151,3,0,1,0,management,low
1520,0.39,0.51,2,129,3,0,1,0,IT,low
1521,0.87,0.94,4,274,5,0,1,0,IT,low
1522,0.74,0.99,4,233,5,0,1,0,IT,low
1523,0.1,0.95,7,289,4,0,1,0,IT,low
1524,0.74,0.82,4,239,6,0,1,0,IT,low
1525,0.75,0.99,5,221,5,0,1,0,product_mng,low
1526,0.41,0.56,2,150,3,0,1,0,product_mng,low
1527,0.41,0.45,2,144,3,1,1,0,product_mng,low
1528,0.09,0.9,7,289,4,0,1,0,product_mng,low
1529,0.09,0.8,6,301,5,0,1,0,IT,medium
1530,0.39,0.57,2,145,3,0,1,0,accounting,medium
1531,0.4,0.56,2,137,3,0,1,0,accounting,medium
1532,0.37,0.54,2,131,3,1,1,0,hr,medium
1533,0.1,0.84,6,246,4,0,1,0,hr,medium
1534,0.43,0.51,2,136,3,0,1,0,hr,medium
1535,0.75,0.85,5,240,6,1,1,0,marketing,medium
1536,0.37,0.56,2,156,3,0,1,0,sales,medium
1537,0.11,0.85,6,305,4,0,1,0,accounting,medium
1538,0.45,0.45,2,154,3,1,1,0,support,medium
1539,0.87,1,5,261,5,1,1,0,technical,medium
1540,0.11,0.94,7,244,4,0,1,0,management,medium
1541,0.45,0.54,2,129,3,0,1,0,marketing,high
1542,0.81,0.87,4,254,5,0,1,0,marketing,low
1543,0.77,0.91,5,236,5,0,1,0,marketing,medium
1544,0.89,0.92,5,237,5,0,1,0,sales,medium
1545,0.43,0.49,2,135,3,0,1,0,sales,medium
1546,0.78,1,5,236,5,0,1,0,sales,medium
1547,0.37,0.47,2,149,3,0,1,0,sales,low
1548,0.37,0.5,2,141,3,0,1,0,sales,low
1549,0.85,0.82,4,270,5,0,1,0,sales,low
1550,0.41,0.47,2,138,3,0,1,0,sales,low
1551,0.11,0.96,6,298,4,0,1,0,sales,low
1552,0.75,0.99,5,254,5,0,1,0,sales,low
1553,0.82,0.85,5,248,5,0,1,0,sales,low
1554,0.79,1,5,257,6,0,1,0,sales,low
1555,0.43,0.53,2,150,3,0,1,0,sales,low
1556,0.1,0.9,7,281,4,0,1,0,sales,low
1557,0.46,0.48,2,141,3,1,1,0,sales,low
1558,0.43,0.57,2,157,3,0,1,0,sales,low
1559,0.43,0.55,2,136,3,0,1,0,sales,low
1560,0.11,0.8,7,296,4,0,1,0,sales,low
1561,0.09,0.86,6,279,4,0,1,0,sales,low
1562,0.37,0.53,2,131,3,0,1,0,sales,low
1563,0.4,0.57,2,160,3,0,1,0,accounting,low
1564,0.1,0.77,7,291,4,0,1,0,accounting,low
1565,0.41,0.53,2,157,3,0,1,0,accounting,low
1566,0.79,0.58,3,294,4,0,1,0,hr,low
1567,0.11,0.79,7,310,4,0,1,0,hr,low
1568,0.1,0.97,6,282,4,0,1,0,hr,medium
1569,0.44,0.51,2,134,3,0,1,0,hr,medium
1570,0.25,0.46,4,214,4,0,1,0,technical,medium
1571,0.44,0.52,2,137,3,0,1,0,technical,medium
1572,0.73,1,4,252,5,0,1,0,technical,medium
1573,0.75,0.97,5,243,6,0,1,0,technical,medium
1574,0.36,0.47,2,148,3,0,1,0,technical,medium
1575,0.37,0.49,2,151,3,0,1,0,technical,medium
1576,0.39,0.49,2,129,3,0,1,0,technical,medium
1577,0.48,0.78,2,198,2,0,1,0,technical,medium
1578,0.57,0.72,4,275,6,0,1,0,technical,medium
1579,0.9,0.96,5,243,5,0,1,0,technical,medium
1580,0.39,0.55,2,159,3,0,1,0,technical,high
1581,0.44,0.51,2,145,3,0,1,0,support,low
1582,0.81,0.88,5,242,5,0,1,0,support,medium
1583,0.74,0.87,5,242,5,0,1,0,support,medium
1584,0.44,0.56,2,145,3,0,1,0,support,medium
1585,0.41,0.56,2,154,3,0,1,1,support,medium
1586,0.4,0.51,2,139,3,0,1,0,support,low
1587,0.46,0.57,2,152,3,0,1,0,support,low
1588,0.8,0.83,2,211,3,0,1,0,support,low
1589,0.87,0.9,5,258,5,0,1,0,support,low
1590,0.39,0.54,2,155,3,0,1,0,support,low
1591,0.38,0.55,2,148,3,0,1,0,support,low
1592,0.66,0.67,2,255,3,0,1,0,technical,low
1593,0.1,0.8,6,264,4,0,1,0,technical,low
1594,0.37,0.54,2,132,3,0,1,0,technical,low
1595,0.1,0.77,6,255,4,0,1,0,management,low
1596,0.09,0.87,5,263,4,0,1,0,IT,low
1597,0.86,0.84,5,222,5,0,1,0,IT,low
1598,0.11,0.9,6,263,4,0,1,0,IT,low
1599,0.37,0.46,2,157,3,0,1,0,IT,low
1600,0.11,0.92,7,307,4,0,1,0,IT,low
1601,0.77,0.98,5,259,6,0,1,0,product_mng,low
1602,0.84,0.94,5,222,6,0,1,0,product_mng,low
1603,0.1,0.84,7,250,4,0,1,0,product_mng,low
1604,0.83,0.9,5,245,5,0,1,0,product_mng,low
1605,0.11,0.79,6,292,4,0,1,0,IT,low
1606,0.86,0.92,5,252,5,0,1,0,RandD,low
1607,0.38,0.56,2,161,3,0,1,0,RandD,medium
1608,0.11,0.88,5,250,4,0,1,0,RandD,medium
1609,0.45,0.49,2,134,3,0,1,0,RandD,medium
1610,0.1,0.85,7,279,4,0,1,0,RandD,medium
1611,0.09,0.95,7,256,4,0,1,0,marketing,medium
1612,0.39,0.53,2,127,3,0,1,0,sales,medium
1613,0.37,0.47,2,138,3,1,1,0,accounting,medium
1614,0.81,0.97,5,243,5,0,1,0,support,medium
1615,0.09,0.9,7,296,4,0,1,0,technical,medium
1616,0.1,0.88,7,267,4,0,1,0,management,medium
1617,0.39,0.49,2,144,3,0,1,0,marketing,medium
1618,0.83,0.95,4,251,5,0,1,0,marketing,medium
1619,0.45,0.57,2,148,3,0,1,0,marketing,high
1620,0.43,0.51,2,141,3,0,1,0,sales,low
1621,0.8,0.75,3,268,2,0,1,0,sales,medium
1622,0.1,0.86,6,247,4,0,1,0,sales,medium
1623,0.1,0.55,2,247,4,0,1,0,sales,medium
1624,0.36,0.52,2,146,3,0,1,0,sales,medium
1625,0.38,0.5,2,140,3,0,1,0,sales,low
1626,0.78,0.98,5,263,6,0,1,0,sales,low
1627,0.44,0.49,2,145,3,0,1,0,sales,low
1628,0.41,0.46,2,156,3,1,1,0,sales,low
1629,0.72,0.85,5,244,6,0,1,0,sales,low
1630,0.46,0.54,2,144,3,0,1,0,sales,low
1631,0.1,0.9,7,286,4,0,1,0,sales,low
1632,0.34,0.67,4,141,2,0,1,0,sales,low
1633,0.11,0.89,6,260,5,0,1,0,sales,low
1634,0.38,0.56,2,154,3,0,1,0,sales,low
1635,0.82,0.92,5,225,5,0,1,0,sales,low
1636,0.39,0.57,2,127,3,0,1,0,sales,low
1637,0.44,0.53,2,140,3,0,1,0,sales,low
1638,0.43,0.52,2,147,3,0,1,0,sales,low
1639,0.84,0.83,4,227,5,0,1,0,accounting,low
1640,0.43,0.48,2,153,3,0,1,0,accounting,low
1641,0.37,0.52,2,128,3,0,1,0,accounting,low
1642,0.74,0.97,4,228,5,0,1,0,hr,low
1643,0.73,0.97,5,235,5,0,1,0,hr,low
1644,0.37,0.47,2,148,3,0,1,0,hr,low
1645,0.58,0.62,4,238,3,0,1,0,hr,low
1646,0.4,0.54,2,141,3,0,1,0,technical,medium
1647,0.51,0.83,5,249,4,0,1,0,technical,medium
1648,0.46,0.5,2,151,3,0,1,0,technical,medium
1649,0.45,0.54,2,129,3,0,1,0,technical,medium
1650,0.46,0.5,2,156,3,0,1,0,technical,medium
1651,0.39,0.45,2,134,3,0,1,0,technical,medium
1652,0.09,0.88,6,269,4,0,1,0,technical,medium
1653,0.09,0.77,6,290,4,0,1,0,technical,medium
1654,0.37,0.51,2,132,3,0,1,0,technical,medium
1655,0.1,0.89,7,308,4,0,1,0,technical,medium
1656,0.77,1,4,232,5,0,1,0,technical,medium
1657,0.79,0.86,5,235,5,0,1,0,support,medium
1658,0.43,0.55,2,130,3,0,1,0,support,high
1659,0.38,0.53,2,146,3,0,1,0,support,low
1660,0.77,0.91,5,221,6,0,1,0,support,medium
1661,0.44,0.5,2,130,3,0,1,0,support,medium
1662,0.39,0.46,2,136,3,0,1,0,support,medium
1663,0.78,0.89,5,274,6,0,1,0,support,medium
1664,0.1,0.79,6,256,5,0,1,0,support,low
1665,0.1,0.77,5,276,4,0,1,0,support,low
1666,0.75,0.85,5,267,5,0,1,0,support,low
1667,0.46,0.62,6,213,3,0,1,0,support,low
1668,0.91,0.97,4,274,6,0,1,0,technical,low
1669,0.1,0.92,6,258,4,0,1,0,technical,low
1670,0.72,0.6,3,153,5,0,1,0,technical,low
1671,0.11,0.95,6,245,4,0,1,0,management,low
1672,0.11,0.94,6,264,4,0,1,0,IT,low
1673,0.46,0.57,2,154,3,0,1,0,IT,low
1674,0.37,0.46,2,149,3,0,1,0,IT,low
1675,0.46,0.5,2,157,3,0,1,0,IT,low
1676,0.43,0.57,2,127,3,0,1,0,IT,low
1677,0.11,0.82,6,270,4,0,1,0,product_mng,low
1678,0.73,0.89,5,236,6,0,1,0,product_mng,low
1679,0.43,0.47,2,158,3,0,1,0,product_mng,low
1680,0.86,1,5,229,5,0,1,0,product_mng,low
1681,0.1,0.83,6,269,4,0,1,0,IT,low
1682,0.4,0.49,2,128,3,0,1,0,sales,low
1683,0.11,0.87,7,278,4,0,1,0,sales,low
1684,0.86,0.98,3,158,5,0,1,0,sales,low
1685,0.42,1,3,202,3,0,1,0,sales,medium
1686,0.79,0.84,4,240,5,0,1,0,sales,medium
1687,0.1,0.96,7,255,4,0,1,0,marketing,medium
1688,0.09,0.92,7,254,4,0,1,0,sales,medium
1689,0.09,0.82,6,257,4,0,1,0,accounting,medium
1690,0.87,1,4,228,5,0,1,0,support,medium
1691,0.36,0.49,2,145,3,0,1,0,technical,medium
1692,0.42,0.75,3,218,4,0,1,0,management,medium
1693,0.84,0.86,5,268,5,0,1,0,marketing,medium
1694,0.1,0.83,6,278,4,0,1,0,marketing,medium
1695,0.78,0.71,3,249,5,0,1,0,marketing,medium
1696,0.35,0.99,3,236,4,0,1,0,sales,medium
1697,0.1,0.81,7,291,4,0,1,0,sales,high
1698,0.11,0.8,6,306,4,0,1,0,sales,low
1699,0.43,0.48,2,135,3,0,1,0,sales,medium
1700,0.38,0.45,2,156,3,0,1,0,sales,medium
1701,0.46,0.54,2,143,3,0,1,0,sales,medium
1702,0.89,0.82,4,243,5,0,1,0,sales,medium
1703,0.45,0.5,2,147,3,0,1,0,sales,low
1704,0.44,0.53,2,159,3,0,1,0,sales,low
1705,0.74,0.54,5,216,3,0,1,0,sales,low
1706,0.45,0.54,2,152,3,0,1,0,sales,low
1707,0.79,0.93,4,226,5,0,1,0,sales,low
1708,0.79,0.91,5,271,5,0,1,0,sales,low
1709,0.11,0.87,6,255,4,0,1,0,sales,low
1710,0.42,0.48,2,140,3,0,1,0,sales,low
1711,0.64,0.9,6,252,2,0,1,0,sales,low
1712,0.4,0.55,2,159,3,0,1,0,sales,low
1713,0.84,0.98,5,270,5,0,1,0,sales,low
1714,0.73,0.92,5,232,5,0,1,0,sales,low
1715,0.4,0.51,2,144,3,0,1,0,accounting,low
1716,0.36,0.45,2,127,3,0,1,0,accounting,low
1717,0.43,0.47,2,131,3,0,1,0,accounting,low
1718,0.11,0.78,6,243,4,0,1,0,hr,low
1719,0.91,1,5,244,6,0,1,0,hr,low
1720,0.8,1,5,260,5,0,1,0,hr,low
1721,0.42,0.49,2,139,3,0,1,0,hr,low
1722,0.31,0.87,4,184,3,0,1,0,technical,low
1723,0.44,0.47,2,130,3,0,1,0,technical,low
1724,0.38,0.54,2,135,3,0,1,0,technical,medium
1725,0.45,0.56,2,146,3,0,1,0,technical,medium
1726,0.43,0.46,2,149,3,0,1,0,technical,medium
1727,0.45,0.46,2,153,3,1,1,0,technical,medium
1728,0.43,0.57,2,160,3,0,1,0,technical,medium
1729,0.43,0.49,2,160,3,0,1,0,technical,medium
1730,0.09,0.83,6,282,4,0,1,0,technical,medium
1731,0.43,0.47,2,128,3,0,1,0,technical,medium
1732,0.79,0.94,4,232,5,0,1,0,technical,medium
1733,0.85,0.58,3,226,2,0,1,0,support,medium
1734,0.38,0.45,2,129,3,0,1,0,support,medium
1735,0.11,0.92,7,255,4,0,1,0,support,medium
1736,0.83,0.99,5,258,5,0,1,0,support,high
1737,0.81,0.91,4,229,5,0,1,0,support,low
1738,0.42,0.56,2,143,3,0,1,0,support,medium
1739,0.11,0.87,6,257,4,0,1,0,support,medium
1740,0.11,0.85,7,275,4,0,1,0,support,medium
1741,0.1,0.89,7,291,4,0,1,0,support,medium
1742,0.5,0.54,5,153,4,0,1,0,support,low
1743,0.44,0.49,2,154,3,0,1,0,support,low
1744,0.11,0.9,6,301,4,0,1,0,technical,low
1745,0.39,0.52,2,134,3,0,1,0,technical,low
1746,0.11,0.78,6,245,4,0,1,0,technical,low
1747,0.36,0.5,2,132,3,0,1,0,management,low
1748,0.43,0.51,2,130,3,0,1,0,IT,low
1749,0.4,0.5,2,127,3,0,1,0,IT,low
1750,0.86,0.84,4,246,6,0,1,0,IT,low
1751,0.38,0.49,2,145,3,0,1,0,IT,low
1752,0.46,0.45,2,138,3,0,1,1,IT,low
1753,0.37,0.57,2,129,3,0,1,0,product_mng,low
1754,0.43,0.52,2,150,3,0,1,0,product_mng,low
1755,0.66,0.93,5,253,5,0,1,0,product_mng,low
1756,0.37,0.48,2,160,3,0,1,0,product_mng,low
1757,0.77,0.92,5,235,5,0,1,0,IT,low
1758,0.38,0.55,2,151,3,0,1,0,sales,low
1759,0.39,0.54,2,127,3,0,1,0,sales,low
1760,0.41,0.55,2,151,3,0,1,0,sales,low
1761,0.1,0.9,7,290,4,0,1,0,sales,low
1762,0.09,0.93,6,249,4,0,1,0,sales,low
1763,0.41,0.47,2,131,3,0,1,0,marketing,medium
1764,0.39,0.46,2,159,3,0,1,0,sales,medium
1765,0.83,0.99,4,223,5,0,1,0,accounting,medium
1766,0.09,0.87,3,214,2,0,1,0,support,medium
1767,0.75,0.81,5,227,5,0,1,0,technical,medium
1768,0.44,0.54,2,127,3,0,1,0,management,medium
1769,0.1,0.84,6,293,5,0,1,0,marketing,medium
1770,0.42,0.46,2,141,3,0,1,0,marketing,medium
1771,0.1,0.83,6,300,4,0,1,0,marketing,medium
1772,0.1,0.86,6,309,4,0,1,0,sales,medium
1773,0.31,0.77,4,149,3,0,1,0,sales,medium
1774,0.42,0.54,2,159,3,0,1,0,sales,medium
1775,0.38,0.5,2,152,3,0,1,0,sales,high
1776,0.39,0.57,2,158,3,0,1,0,sales,low
1777,0.1,0.97,6,254,5,0,1,0,sales,medium
1778,0.11,0.93,6,294,4,0,1,0,sales,medium
1779,0.1,0.92,7,269,4,0,1,0,sales,medium
1780,0.11,0.9,7,247,4,0,1,0,sales,medium
1781,0.44,0.65,3,271,4,0,1,0,sales,low
1782,0.91,0.96,4,232,5,0,1,0,sales,low
1783,0.72,1,4,245,5,0,1,0,sales,low
1784,0.36,0.46,2,132,3,0,1,0,sales,low
1785,0.44,0.57,2,131,3,0,1,0,sales,low
1786,0.85,0.99,5,248,5,0,1,0,sales,low
1787,0.78,0.93,5,225,5,0,1,0,sales,low
1788,0.39,0.46,2,156,3,0,1,0,sales,low
1789,0.78,0.81,3,222,2,0,1,0,sales,low
1790,0.1,0.92,6,243,4,1,1,0,sales,low
1791,0.23,0.99,4,204,4,1,1,0,accounting,low
1792,0.11,0.87,6,301,4,0,1,0,accounting,low
1793,0.9,0.83,5,259,5,0,1,0,accounting,low
1794,0.91,0.89,4,247,5,0,1,0,hr,low
1795,0.11,0.79,7,295,4,0,1,0,hr,low
1796,0.43,0.54,2,150,3,0,1,0,hr,low
1797,0.45,0.49,2,151,3,0,1,0,hr,low
1798,0.11,0.91,5,291,4,0,1,0,technical,low
1799,0.11,0.93,6,253,4,1,1,0,technical,low
1800,0.43,0.5,2,161,3,0,1,0,technical,low
1801,0.91,0.97,4,251,6,0,1,0,technical,low
1802,0.43,0.55,2,153,3,0,1,0,technical,medium
1803,0.85,0.82,5,264,6,0,1,0,technical,medium
1804,0.1,0.77,6,310,4,0,1,0,technical,medium
1805,0.81,0.95,5,266,5,0,1,0,technical,medium
1806,0.36,0.62,4,237,2,0,1,0,technical,medium
1807,0.45,0.54,2,138,3,0,1,0,technical,medium
1808,0.86,1,5,227,5,0,1,0,technical,medium
1809,0.71,1,4,300,5,0,1,0,support,medium
1810,0.11,0.97,7,310,4,0,1,0,support,medium
1811,0.84,0.93,5,236,5,0,1,0,support,medium
1812,0.09,0.97,7,288,4,0,1,0,support,medium
1813,0.38,0.49,2,127,3,0,1,0,support,medium
1814,0.15,0.55,6,139,4,0,1,0,support,high
1815,0.1,0.92,7,253,4,1,1,0,support,low
1816,0.8,0.97,4,218,5,1,1,0,support,medium
1817,0.84,0.97,5,251,5,0,1,0,support,medium
1818,0.11,0.87,6,264,4,0,1,0,support,medium
1819,0.89,0.79,3,149,2,0,1,0,support,medium
1820,0.45,0.51,2,138,3,0,1,0,technical,low
1821,0.11,0.93,7,284,4,0,1,0,technical,low
1822,0.74,0.93,5,244,5,0,1,0,technical,low
1823,0.41,0.5,2,128,3,0,1,0,management,low
1824,0.44,0.53,2,154,3,0,1,0,IT,low
1825,0.37,0.56,2,138,3,0,1,0,IT,low
1826,0.11,0.86,6,308,4,0,1,0,IT,low
1827,0.1,0.93,6,269,4,0,1,0,IT,low
1828,0.7,0.74,6,136,3,0,1,0,IT,low
1829,0.59,1,2,160,5,0,1,0,product_mng,low
1830,0.38,0.53,2,138,3,0,1,0,product_mng,low
1831,0.72,0.95,4,220,5,0,1,0,product_mng,low
1832,0.73,1,5,274,5,0,1,0,product_mng,low
1833,0.39,0.48,2,161,3,0,1,0,IT,low
1834,0.89,0.82,5,224,6,0,1,0,RandD,low
1835,0.89,1,4,260,5,0,1,0,RandD,low
1836,0.11,0.78,6,300,4,1,1,0,RandD,low
1837,0.43,0.56,2,133,3,0,1,0,RandD,low
1838,0.09,0.93,6,308,4,0,1,0,RandD,low
1839,0.81,0.9,5,238,6,0,1,0,marketing,low
1840,0.37,0.53,2,126,3,0,1,0,sales,low
1841,0.36,0.56,2,138,3,0,1,0,accounting,medium
1842,0.11,0.85,6,299,4,0,1,0,support,medium
1843,0.1,0.85,6,254,4,0,1,0,technical,medium
1844,0.66,0.47,7,156,2,0,1,0,management,medium
1845,0.39,0.47,2,152,3,0,1,0,marketing,medium
1846,0.44,0.51,2,146,3,0,1,0,marketing,medium
1847,0.1,0.84,6,253,4,0,1,0,marketing,medium
1848,0.79,0.94,5,227,6,0,1,0,sales,medium
1849,0.1,0.81,6,301,4,1,1,0,sales,medium
1850,0.54,0.94,6,294,3,0,1,0,sales,medium
1851,0.37,0.47,2,151,3,0,1,0,sales,medium
1852,0.37,0.57,2,128,3,0,1,0,sales,medium
1853,0.82,0.89,5,217,5,0,1,0,sales,high
1854,0.45,0.52,2,160,3,0,1,0,sales,low
1855,0.79,0.9,5,263,5,0,1,0,sales,medium
1856,0.42,0.56,2,156,3,0,1,0,sales,medium
1857,0.1,0.85,6,273,4,0,1,0,sales,medium
1858,0.11,0.78,6,303,4,0,1,0,sales,medium
1859,0.74,1,4,253,5,0,1,0,sales,low
1860,0.1,0.93,6,270,4,0,1,0,sales,low
1861,0.79,1,4,218,5,0,1,0,sales,low
1862,0.43,0.48,2,144,3,0,1,0,sales,low
1863,0.41,0.47,2,154,3,0,1,0,sales,low
1864,0.39,0.55,2,146,3,0,1,0,sales,low
1865,0.1,0.94,6,260,4,0,1,0,sales,low
1866,0.82,0.85,5,218,5,0,1,0,sales,low
1867,0.41,0.46,2,128,3,0,1,0,accounting,low
1868,0.42,0.56,2,128,3,0,1,0,accounting,low
1869,0.74,0.88,4,248,6,0,1,0,accounting,low
1870,0.38,0.57,2,152,3,1,1,0,hr,low
1871,0.39,0.56,2,126,3,0,1,0,hr,low
1872,0.87,0.94,4,260,5,0,1,0,hr,low
1873,0.1,0.9,5,263,4,0,1,0,hr,low
1874,0.78,1,5,220,5,0,1,0,technical,low
1875,0.14,0.73,7,282,5,0,1,0,technical,low
1876,0.11,0.94,6,277,5,0,1,0,technical,low
1877,0.91,0.94,5,257,5,0,1,0,technical,low
1878,0.49,0.63,6,265,3,0,1,0,technical,low
1879,0.38,0.47,2,143,3,0,1,0,technical,low
1880,0.82,0.97,5,263,5,0,1,0,technical,medium
1881,0.38,0.88,3,154,4,0,1,0,technical,medium
1882,0.89,1,5,253,5,0,1,0,technical,medium
1883,0.11,0.79,6,294,4,0,1,0,technical,medium
1884,0.37,0.51,2,128,3,0,1,0,technical,medium
1885,0.38,0.5,2,153,3,0,1,0,support,medium
1886,0.78,0.87,5,256,5,0,1,0,support,medium
1887,0.41,0.51,2,127,3,0,1,0,support,medium
1888,0.41,0.51,2,137,3,0,1,0,support,medium
1889,0.11,0.83,6,295,4,0,1,0,support,medium
1890,0.11,0.79,6,281,4,0,1,0,support,medium
1891,0.43,0.57,2,131,3,1,1,0,support,medium
1892,0.75,0.86,5,237,5,0,1,0,support,high
1893,0.74,0.99,4,276,5,0,1,0,support,low
1894,0.85,0.85,5,267,5,0,1,0,support,medium
1895,0.73,0.92,5,266,5,0,1,0,support,medium
1896,0.1,0.79,6,294,4,0,1,0,technical,medium
1897,0.44,0.56,2,134,3,0,1,0,technical,medium
1898,0.3,0.56,3,309,4,1,1,0,technical,low
1899,0.11,0.77,7,273,4,0,1,0,management,low
1900,0.84,0.83,5,238,5,0,1,0,IT,low
1901,0.78,0.94,5,271,6,0,1,0,IT,low
1902,0.43,0.53,2,145,3,0,1,0,IT,low
1903,0.36,0.55,2,152,3,0,1,0,IT,low
1904,0.43,0.47,2,128,3,0,1,0,IT,low
1905,0.45,0.46,2,142,3,0,1,0,product_mng,low
1906,0.76,0.93,5,238,5,0,1,0,product_mng,low
1907,0.1,0.78,7,286,4,0,1,0,product_mng,low
1908,0.09,0.86,6,291,4,0,1,0,product_mng,low
1909,0.92,1,5,259,5,0,1,0,IT,low
1910,0.92,0.9,5,248,5,0,1,0,sales,low
1911,0.79,0.98,4,271,5,0,1,0,sales,low
1912,0.43,0.51,2,140,3,0,1,0,sales,low
1913,0.8,0.95,4,274,5,0,1,0,sales,low
1914,0.44,0.49,2,127,3,1,1,0,sales,low
1915,0.89,0.87,5,275,6,0,1,0,marketing,low
1916,0.48,0.88,3,239,3,0,1,0,sales,low
1917,0.11,0.82,6,304,4,1,1,0,accounting,low
1918,0.38,0.55,2,145,3,0,1,0,support,low
1919,0.11,0.85,6,259,4,0,1,0,technical,medium
1920,0.82,0.86,4,264,5,0,1,0,management,medium
1921,0.37,0.45,2,160,3,0,1,0,marketing,medium
1922,0.4,0.48,2,138,3,0,1,0,marketing,medium
1923,0.43,0.47,2,137,3,0,1,0,marketing,medium
1924,0.44,0.5,2,156,3,0,1,0,sales,medium
1925,0.42,0.56,2,147,3,0,1,0,sales,medium
1926,0.11,0.8,7,243,4,0,1,0,sales,medium
1927,0.78,0.87,4,236,5,0,1,0,sales,medium
1928,0.46,0.86,2,212,4,0,1,0,sales,medium
1929,0.77,0.91,5,261,6,0,1,0,sales,medium
1930,0.83,0.82,4,243,5,0,1,0,sales,medium
1931,0.32,0.58,5,271,5,0,1,0,sales,high
1932,0.9,0.92,5,154,4,0,1,0,sales,low
1933,0.42,0.52,2,151,3,0,1,0,sales,medium
1934,0.1,0.96,6,254,4,1,1,0,sales,medium
1935,0.1,0.91,6,285,4,0,1,0,sales,medium
1936,0.44,0.49,2,130,3,0,1,0,sales,medium
1937,0.1,0.95,7,301,4,0,1,0,sales,low
1938,0.11,0.8,6,286,4,0,1,0,sales,low
1939,0.1,0.89,6,246,4,0,1,0,sales,low
1940,0.39,0.47,2,135,3,0,1,0,sales,low
1941,0.92,0.92,4,245,5,0,1,0,sales,low
1942,0.43,0.56,2,136,3,0,1,0,sales,low
1943,0.11,0.89,6,301,4,0,1,0,accounting,low
1944,0.81,1,5,235,5,0,1,0,accounting,low
1945,0.11,0.85,7,272,4,0,1,0,accounting,low
1946,0.87,1,5,274,5,0,1,0,hr,low
1947,0.37,0.46,2,131,3,0,1,0,hr,low
1948,0.39,0.56,2,135,3,0,1,0,hr,low
1949,0.61,0.86,4,196,4,0,1,0,hr,low
1950,0.11,0.95,6,285,4,0,1,0,technical,low
1951,0.09,0.9,7,289,5,0,1,0,technical,low
1952,0.36,0.52,2,157,3,0,1,0,technical,low
1953,0.09,0.94,6,308,4,0,1,0,technical,low
1954,0.41,0.71,4,301,5,0,1,0,technical,low
1955,0.4,0.46,2,131,3,0,1,0,technical,low
1956,0.1,0.91,6,262,5,1,1,0,technical,low
1957,0.46,0.53,2,143,3,1,1,0,technical,low
1958,0.39,0.57,2,133,3,0,1,0,technical,medium
1959,0.41,0.5,2,153,3,0,1,0,technical,medium
1960,0.1,0.94,7,281,4,0,1,0,technical,medium
1961,0.39,0.51,2,132,3,0,1,0,support,medium
1962,0.73,0.83,5,270,5,1,1,0,support,medium
1963,0.41,0.45,2,150,3,0,1,0,support,medium
1964,0.37,0.51,2,140,3,0,1,0,support,medium
1965,0.38,0.5,2,150,3,1,1,0,support,medium
1966,0.8,0.63,5,180,5,0,1,0,support,medium
1967,0.09,0.85,5,281,4,0,1,0,support,medium
1968,0.85,0.92,4,275,5,0,1,0,support,medium
1969,0.42,0.54,2,130,3,0,1,0,support,medium
1970,0.41,0.48,2,130,3,0,1,0,support,high
1971,0.38,0.46,2,147,3,0,1,0,support,low
1972,0.72,1,5,264,5,0,1,0,technical,medium
1973,0.11,0.74,6,290,5,0,1,0,technical,medium
1974,0.37,0.47,2,150,3,0,1,0,technical,medium
1975,0.1,0.81,6,304,4,0,1,0,management,medium
1976,0.36,0.54,2,136,3,0,1,0,IT,low
1977,0.92,0.94,5,307,5,0,1,0,IT,low
1978,0.11,0.87,5,303,4,0,1,0,IT,low
1979,0.39,0.56,2,156,3,0,1,0,IT,low
1980,0.11,0.95,6,271,4,0,1,0,IT,low
1981,0.45,0.45,2,140,3,0,1,0,product_mng,low
